"","pid","gFx_mean_0","gFx_mean_1","gFx_mean_2","gFy_mean_0","gFy_mean_1","gFy_mean_2","gFz_mean_0","gFz_mean_1","gFz_mean_2","ax_mean_0","ax_mean_1","ax_mean_2","ay_mean_0","ay_mean_1","ay_mean_2","az_mean_0","az_mean_1","az_mean_2","wx_mean_0","wx_mean_1","wx_mean_2","wy_mean_0","wy_mean_1","wy_mean_2","wz_mean_0","wz_mean_1","wz_mean_2"
"1",33,0.241225,0.278226666666667,0.387622222222222,0.9836375,0.997476666666667,0.992455555555556,-0.0949125,-0.18225,-0.212655555555556,0.4045,0.04107,2.14123333333333,-0.6653125,-0.11389,-1.39946666666667,-0.3590625,-0.131323333333333,-1.02957777777778,0.4793125,0.260166666666667,-0.368866666666667,1.8803125,0.40735,-0.718477777777778,-0.193325,-0.09901,0.0768222222222222
